Date,DJUSF
2010-08-16,252.40400699999998
2010-08-17,254.701996
2010-08-18,255.41700699999998
2010-08-19,249.451996
2010-08-20,248.744003
2010-08-23,247.294998
2010-08-24,243.518997
2010-08-25,244.600006
2010-08-26,242.42199700000003
2010-08-27,247.809998
2010-08-30,242.44999700000002
2010-08-31,244.343002
2010-09-01,253.348007
2010-09-02,255.80200200000002
2010-09-03,260.93899500000003
2010-09-07,254.975998
2010-09-08,257.194
2010-09-09,259.46200600000003
2010-09-10,259.902008
2010-09-13,265.282013
2010-09-14,263.242004
2010-09-15,264.49899300000004
2010-09-16,263.45300299999997
2010-09-17,262.627991
2010-09-20,268.102997
2010-09-21,265.196014
2010-09-22,261.261993
2010-09-23,256.553986
2010-09-24,263.625
2010-09-27,260.75698900000003
2010-09-28,261.72699
2010-09-29,260.011993
2010-09-30,259.899994
2010-10-01,262.074005
2010-10-04,260.472992
2010-10-05,266.34201
2010-10-06,265.903992
2010-10-07,264.85400400000003
2010-10-08,265.35699500000004
2010-10-11,265.122009
2010-10-12,268.04599
2010-10-13,268.819
2010-10-14,264.833008
2010-10-15,261.10900899999996
2010-10-18,266.697998
2010-10-19,263.10699500000004
2010-10-20,266.194
2010-10-21,265.59500099999997
2010-10-22,265.84500099999997
2010-10-25,265.02301
2010-10-26,265.207001
2010-10-27,265.419006
2010-10-28,264.64801
2010-10-29,264.45300299999997
2010-11-01,264.322998
2010-11-02,265.431
2010-11-03,267.647003
2010-11-04,276.303009
2010-11-05,281.369995
2010-11-08,279.205994
2010-11-09,273.33700600000003
2010-11-10,276.972992
2010-11-11,274.60101299999997
2010-11-12,270.30899
2010-11-15,271.110992
2010-11-16,265.653992
2010-11-17,264.667999
2010-11-18,268.23098799999997
2010-11-19,268.02099599999997
2010-11-22,264.846008
2010-11-23,260.85699500000004
2010-11-24,265.213989
2010-11-26,262.484985
2010-11-29,263.65499900000003
2010-11-30,261.674011
2010-12-01,267.049988
2010-12-02,273.558014
2010-12-03,274.403015
2010-12-06,274.053986
2010-12-07,273.85699500000004
2010-12-08,277.931
2010-12-09,280.928986
2010-12-10,283.57800299999997
2010-12-13,283.39099100000004
2010-12-14,281.01001
2010-12-15,278.40799
2010-12-16,278.222992
2010-12-17,278.91299399999997
2010-12-20,280.147003
2010-12-21,284.27999900000003
2010-12-22,287.41299399999997
2010-12-23,285.365997
2010-12-27,288.130005
2010-12-28,288.23199500000004
2010-12-29,287.660004
2010-12-30,286.87701400000003
2010-12-31,287.09201
2011-01-03,293.12600699999996
2011-01-04,291.842987
2011-01-05,295.174988
2011-01-06,293.60699500000004
2011-01-07,291.166992
2011-01-10,290.52999900000003
2011-01-11,291.869995
2011-01-12,296.06601
2011-01-13,294.93399
2011-01-14,299.60199
2011-01-18,298.02099599999997
2011-01-19,291.634003
2011-01-20,292.798004
2011-01-21,294.70300299999997
2011-01-24,294.72900400000003
2011-01-25,294.657013
2011-01-26,294.41299399999997
2011-01-27,296.907013
2011-01-28,291.389008
2011-01-31,294.015015
2011-02-01,299.700989
2011-02-02,297.58401499999997
2011-02-03,297.735992
2011-02-04,297.51800499999996
2011-02-07,301.86499
2011-02-08,303.673004
2011-02-09,301.67199700000003
2011-02-10,301.817993
2011-02-11,305.82901
2011-02-14,306.06601
2011-02-15,305.377991
2011-02-16,307.158997
2011-02-17,306.99301099999997
2011-02-18,307.700989
2011-02-22,298.950989
2011-02-23,297.253998
2011-02-24,296.48199500000004
2011-02-25,300.906006
2011-02-28,302.19101
2011-03-01,295.994995
2011-03-02,294.286987
2011-03-03,300.369995
2011-03-04,296.605011
2011-03-07,294.569
2011-03-08,300.570007
2011-03-09,300.10900899999996
2011-03-10,293.993988
2011-03-11,296.096008
2011-03-14,293.321014
2011-03-15,290.019989
2011-03-16,285.067993
2011-03-17,288.403015
2011-03-18,291.450012
2011-03-21,293.713989
2011-03-22,292.028992
2011-03-23,291.10101299999997
2011-03-24,292.554993
2011-03-25,293.319
2011-03-28,292.696991
2011-03-29,293.368988
2011-03-30,295.97399900000005
2011-03-31,295.390015
2011-04-01,297.799011
2011-04-04,297.951996
2011-04-05,297.752991
2011-04-06,300.924988
2011-04-07,299.40100099999995
2011-04-08,296.800995
2011-04-11,296.709991
2011-04-12,295.408997
2011-04-13,293.62399300000004
2011-04-14,291.86499
2011-04-15,292.45401
2011-04-18,288.56201200000004
2011-04-19,289.49798599999997
2011-04-20,290.674988
2011-04-21,292.307007
2011-04-25,292.093994
2011-04-26,293.988007
2011-04-27,295.667999
2011-04-28,297.950012
2011-04-29,297.324005
2011-05-02,296.47399900000005
2011-05-03,297.295013
2011-05-04,294.721008
2011-05-05,291.799011
2011-05-06,292.37399300000004
2011-05-09,292.192993
2011-05-10,295.06298799999996
2011-05-11,291.282013
2011-05-12,291.431
2011-05-13,287.390015
2011-05-16,287.06100499999997
2011-05-17,288.764008
2011-05-18,290.31298799999996
2011-05-19,290.658997
2011-05-20,286.707001
2011-05-23,282.910004
2011-05-24,282.56201200000004
2011-05-25,282.915009
2011-05-26,284.589996
2011-05-27,286.87399300000004
2011-05-31,289.765015
2011-06-01,280.196014
2011-06-02,280.65499900000003
2011-06-03,278.72900400000003
2011-06-06,273.70901499999997
2011-06-07,273.721008
2011-06-08,271.04098500000003
2011-06-09,273.415009
2011-06-10,270.846985
2011-06-13,273.210999
2011-06-14,275.178986
2011-06-15,269.542999
2011-06-16,270.89801
2011-06-17,272.99899300000004
2011-06-20,273.23400899999996
2011-06-21,276.71200600000003
2011-06-22,274.98098799999997
2011-06-23,272.265015
2011-06-24,270.433014
2011-06-27,273.191986
2011-06-28,274.38198900000003
2011-06-29,280.72699
2011-06-30,281.403992
2011-07-01,286.445007
2011-07-05,284.514008
2011-07-06,283.70401
2011-07-07,287.92099
2011-07-08,284.63198900000003
2011-07-11,277.096008
2011-07-12,276.557007
2011-07-13,276.850006
2011-07-14,274.457001
2011-07-15,274.22399900000005
2011-07-18,270.60101299999997
2011-07-19,274.256012
2011-07-20,276.807007
2011-07-21,282.55899
2011-07-22,282.117004
2011-07-25,279.825989
2011-07-26,279.557007
2011-07-27,272.85900899999996
2011-07-28,272.846008
2011-07-29,272.084991
2011-08-01,271.100006
2011-08-02,263.709991
2011-08-03,265.580994
2011-08-04,252.190994
2011-08-05,247.643997
2011-08-08,223.55499300000002
2011-08-09,241.751999
2011-08-10,226.40899700000003
2011-08-11,240.19200099999998
2011-08-12,237.348007
2011-08-15,245.17500299999998
2011-08-16,241.048004
2011-08-17,242.003006
2011-08-18,230.016006
2011-08-19,225.725006
2011-08-22,223.714005
2011-08-23,231.03500400000001
2011-08-24,236.819
2011-08-25,234.862
2011-08-26,237.55099500000003
2011-08-29,247.0
2011-08-30,245.645004
2011-08-31,248.20799300000002
2011-09-01,242.65499900000003
2011-09-02,233.53300499999997
2011-09-06,230.173004
2011-09-07,240.84100299999997
2011-09-08,235.882004
2011-09-09,228.626007
2011-09-12,231.121994
2011-09-13,232.72000099999997
2011-09-14,235.626999
2011-09-15,241.04200699999998
2011-09-16,241.399002
2011-09-19,235.354996
2011-09-20,234.84100299999997
2011-09-21,223.63499500000003
2011-09-22,217.27999900000003
2011-09-23,219.77999900000003
2011-09-26,227.55799900000002
2011-09-27,228.873001
2011-09-28,222.001999
2011-09-29,227.794006
2011-09-30,220.223007
2011-10-03,210.238998
2011-10-04,218.643005
2011-10-05,220.914993
2011-10-06,227.73500099999998
2011-10-07,219.794006
2011-10-10,230.80200200000002
2011-10-11,230.412994
2011-10-12,235.90800499999997
2011-10-13,231.30700699999997
2011-10-14,234.686005
2011-10-17,227.24000499999997
2011-10-18,237.83299300000002
2011-10-19,233.84100299999997
2011-10-20,237.55000299999998
2011-10-21,243.26400800000002
2011-10-24,248.82800299999997
2011-10-25,241.32400499999997
2011-10-26,245.505997
2011-10-27,259.635986
2011-10-28,258.96200600000003
2011-10-31,250.190994
2011-11-01,239.020004
2011-11-02,245.731995
2011-11-03,250.201996
2011-11-04,247.268005
2011-11-07,248.459
2011-11-08,252.84199500000003
2011-11-09,240.018997
2011-11-10,241.24099700000002
2011-11-11,246.600006
2011-11-14,241.710007
2011-11-15,243.07499700000002
2011-11-16,237.52600099999998
2011-11-17,232.94700600000002
2011-11-18,234.080002
2011-11-21,228.393005
2011-11-22,226.57899500000002
2011-11-23,220.19799799999998
2011-11-25,221.07299799999998
2011-11-28,227.49499500000002
2011-11-29,226.201004
2011-11-30,240.10299700000002
2011-12-01,238.059998
2011-12-02,240.84899900000002
2011-12-05,245.22399900000002
2011-12-06,244.938995
2011-12-07,247.632996
2011-12-08,239.272995
2011-12-09,244.669006
2011-12-12,239.02999900000003
2011-12-13,235.794998
2011-12-14,235.044998
2011-12-15,235.59599300000002
2011-12-16,237.112
2011-12-19,232.289993
2011-12-20,240.766006
2011-12-21,242.123993
2011-12-22,246.334
2011-12-23,248.09899900000002
2011-12-27,246.88699300000002
2011-12-28,243.01199300000002
2011-12-29,246.742996
2011-12-30,245.11500499999997
2012-01-03,250.71899399999998
2012-01-04,249.11999500000002
2012-01-05,252.31799300000003
2012-01-06,251.001007
2012-01-09,252.100006
2012-01-10,256.447998
2012-01-11,258.360992
2012-01-12,259.27999900000003
2012-01-13,257.49899300000004
2012-01-17,256.097992
2012-01-18,259.824005
2012-01-19,261.70300299999997
2012-01-20,263.26901200000003
2012-01-23,263.77600099999995
2012-01-24,263.588989
2012-01-25,264.480011
2012-01-26,262.62399300000004
2012-01-27,263.377991
2012-01-30,260.983002
2012-01-31,262.102997
2012-02-01,266.403015
2012-02-02,267.963989
2012-02-03,274.46200600000003
2012-02-06,273.22699
2012-02-07,273.093994
2012-02-08,274.677002
2012-02-09,274.06399500000003
2012-02-10,271.605011
2012-02-13,274.00100699999996
2012-02-14,271.509003
2012-02-15,270.091003
2012-02-16,273.949005
2012-02-17,275.40100099999995
2012-02-21,274.815002
2012-02-22,271.778015
2012-02-23,274.47000099999997
2012-02-24,273.679993
2012-02-27,275.58700600000003
2012-02-28,275.85598799999997
2012-02-29,274.666992
2012-03-01,277.64599599999997
2012-03-02,276.25201400000003
2012-03-05,275.62600699999996
2012-03-06,269.346008
2012-03-07,272.55899
2012-03-08,274.98999
2012-03-09,277.114014
2012-03-12,276.53799399999997
2012-03-13,286.153992
2012-03-14,285.98999
2012-03-15,290.487
2012-03-16,291.092987
2012-03-19,292.87399300000004
2012-03-20,293.261993
2012-03-21,292.036987
2012-03-22,288.326996
2012-03-23,290.799988
2012-03-26,295.269989
2012-03-27,292.782013
2012-03-28,293.49798599999997
2012-03-29,290.87600699999996
2012-03-30,292.053009
2012-04-02,294.362
2012-04-03,293.02999900000003
2012-04-04,288.596985
2012-04-05,288.153015
2012-04-09,283.899994
2012-04-10,277.884003
2012-04-11,282.09899900000005
2012-04-12,287.256012
2012-04-13,281.237
2012-04-16,283.46200600000003
